date,month_year,boutique_id,boutique_name,market,category,product,forecast_demand,actual_demand,stock_available,stock_cover_weeks,reorder_point,lead_time_days,stockout_risk,overstock_risk,waitlist_count,sales_velocity,unit_cost_usd
2025-05-27,May 2025,cn-3,Aurelle SKP Beijing,China,Watches,Baignoire Watch,86,102,95,3.9,34,22,Low,Low,10,24.3,3048.34
2025-06-26,Jun 2025,cn-3,Aurelle SKP Beijing,China,Watches,Baignoire Watch,71,65,83,5.4,28,15,Low,Low,27,15.5,3048.34
2025-07-26,Jul 2025,cn-3,Aurelle SKP Beijing,China,Watches,Baignoire Watch,59,61,50,3.4,23,25,Low,Low,25,14.5,3048.34
2025-08-25,Aug 2025,cn-3,Aurelle SKP Beijing,China,Watches,Baignoire Watch,63,66,78,5.0,25,30,Low,Medium,32,15.7,3048.34
2025-09-24,Sep 2025,cn-3,Aurelle SKP Beijing,China,Watches,Baignoire Watch,90,89,83,3.9,36,34,Low,Low,5,21.2,3048.34
2025-10-24,Oct 2025,cn-3,Aurelle SKP Beijing,China,Watches,Baignoire Watch,98,96,108,4.7,39,45,Low,Low,25,22.9,3048.34
2025-11-23,Nov 2025,cn-3,Aurelle SKP Beijing,China,Watches,Baignoire Watch,86,94,118,5.3,34,12,Low,Medium,30,22.4,3048.34
2024-07-01,Jul 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,10,10,7,2.9,4,73,Medium,Low,15,2.4,3048.34
2024-07-31,Jul 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,10,9,7,3.3,4,84,Medium,Low,12,2.1,3048.34
2024-08-30,Aug 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,11,12,11,3.8,4,87,Low,Low,9,2.9,3048.34
2024-09-29,Sep 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,16,15,19,5.3,6,59,Low,Low,9,3.6,3048.34
2024-10-29,Oct 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,17,17,11,2.8,6,40,Medium,Low,15,4.0,3048.34
2024-11-28,Nov 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,15,17,11,2.8,6,29,Medium,Low,4,4.0,3048.34
2024-12-28,Dec 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,18,15,23,6.4,7,73,Low,Medium,9,3.6,3048.34
2025-01-27,Jan 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,20,18,15,3.5,8,57,Low,Low,15,4.3,3048.34
2025-02-26,Feb 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,19,18,25,5.8,7,20,Low,Medium,12,4.3,3048.34
2025-03-28,Mar 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,14,13,13,4.2,5,80,Low,Low,2,3.1,3048.34
2025-04-27,Apr 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,13,14,17,5.2,5,61,Low,Medium,6,3.3,3048.34
2025-05-27,May 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,15,13,11,3.5,6,84,Medium,Low,16,3.1,3048.34
2025-06-26,Jun 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,12,14,12,3.6,4,38,Low,Low,14,3.3,3048.34
2025-07-26,Jul 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,10,9,11,5.2,4,72,Low,Low,8,2.1,3048.34
2025-08-25,Aug 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,11,10,14,5.8,4,23,Low,Medium,3,2.4,3048.34
2025-09-24,Sep 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,16,15,18,5.0,6,83,Low,Low,4,3.6,3048.34
2025-10-24,Oct 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,17,18,13,3.0,6,49,Low,Low,10,4.3,3048.34
2025-11-23,Nov 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Watches,Baignoire Watch,15,14,11,3.3,6,59,Medium,Low,15,3.3,3048.34
2024-07-01,Jul 2024,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,21,23,25,4.5,8,46,Low,Low,15,5.5,3048.34
2024-07-31,Jul 2024,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,21,23,23,4.2,8,59,Low,Low,1,5.5,3048.34
2024-08-30,Aug 2024,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,23,19,18,4.0,9,81,Low,Low,12,4.5,3048.34
2024-09-29,Sep 2024,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,33,29,35,5.1,13,70,Low,Low,15,6.9,3048.34
2024-10-29,Oct 2024,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,36,40,35,3.7,14,88,Low,Low,14,9.5,3048.34
2024-11-28,Nov 2024,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,31,31,32,4.3,12,74,Low,Low,12,7.4,3048.34
2024-12-28,Dec 2024,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,39,39,52,5.6,15,16,Low,Medium,7,9.3,3048.34
2025-01-27,Jan 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,42,49,45,3.8,16,48,Low,Low,1,11.7,3048.34
2025-02-26,Feb 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,40,41,30,3.1,16,44,Low,Low,4,9.8,3048.34
2025-03-28,Mar 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,29,33,22,2.8,11,90,Low,Low,6,7.9,3048.34
2025-04-27,Apr 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,27,28,19,2.8,10,86,Medium,Low,16,6.7,3048.34
2025-05-27,May 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,31,28,30,4.5,12,68,Low,Low,15,6.7,3048.34
2025-06-26,Jun 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,26,27,27,4.2,10,72,Low,Low,4,6.4,3048.34
2025-07-26,Jul 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,21,18,27,6.3,8,33,Low,Medium,10,4.3,3048.34
2025-08-25,Aug 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,23,26,24,3.9,9,26,Low,Low,12,6.2,3048.34
2025-09-24,Sep 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,33,30,40,5.6,13,31,Low,Medium,10,7.1,3048.34
2025-10-24,Oct 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,36,31,38,5.1,14,37,Low,Low,8,7.4,3048.34
2025-11-23,Nov 2025,cn-5,Aurelle MixC Shenzhen,China,Watches,Baignoire Watch,31,29,42,6.1,12,72,Low,Medium,4,6.9,3048.34
2024-07-01,Jul 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,75,71,60,3.6,30,12,Low,Low,17,16.9,3048.34
2024-07-31,Jul 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,75,81,99,5.1,30,32,Low,Medium,30,19.3,3048.34
2024-08-30,Aug 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,80,86,70,3.4,32,23,Low,Low,7,20.5,3048.34
2024-09-29,Sep 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,116,101,104,4.3,46,31,Low,Low,32,24.0,3048.34
2024-10-29,Oct 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,126,123,113,3.9,50,13,Low,Low,25,29.3,3048.34
2024-11-28,Nov 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,111,115,97,3.5,44,35,Low,Low,10,27.4,3048.34
2024-12-28,Dec 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,136,142,136,4.0,54,31,Low,Low,25,33.8,3048.34
2025-01-27,Jan 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,146,135,184,5.7,58,18,Low,Medium,5,32.1,3048.34
2025-02-26,Feb 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,141,151,136,3.8,56,23,Low,Low,25,36.0,3048.34
2025-03-28,Mar 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,101,120,96,3.4,40,13,Low,Low,25,28.6,3048.34
2025-04-27,Apr 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,95,100,73,3.1,38,15,Low,Low,30,23.8,3048.34
2025-05-27,May 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,111,102,111,4.6,44,10,Low,Low,32,24.3,3048.34
2025-06-26,Jun 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,90,81,103,5.3,36,41,Low,Low,20,19.3,3048.34
2025-07-26,Jul 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,75,66,94,6.0,30,23,Low,Medium,15,15.7,3048.34
2025-08-25,Aug 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,80,89,62,2.9,32,27,Low,Low,10,21.2,3048.34
2025-09-24,Sep 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,116,119,121,4.3,46,41,Low,Low,32,28.3,3048.34
2025-10-24,Oct 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,126,128,162,5.3,50,35,Low,Medium,27,30.5,3048.34
2025-11-23,Nov 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Watches,Baignoire Watch,111,113,106,3.9,44,29,Low,Low,10,26.9,3048.34
2024-07-01,Jul 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,13,14,9,2.7,5,29,Medium,Low,9,3.3,3048.34
2024-07-31,Jul 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,13,12,18,6.2,5,69,Low,Medium,10,2.9,3048.34
2024-08-30,Aug 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,14,12,16,5.5,5,29,Low,Low,2,2.9,3048.34
2024-09-29,Sep 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,20,21,17,3.4,8,18,Low,Low,12,5.0,3048.34
2024-10-29,Oct 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,22,23,22,4.0,8,23,Low,Low,13,5.5,3048.34
2024-11-28,Nov 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,19,20,20,4.2,7,18,Low,Low,16,4.8,3048.34
2024-12-28,Dec 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,24,24,22,3.9,9,55,Low,Low,6,5.7,3048.34
2025-01-27,Jan 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,26,26,30,4.8,10,61,Low,Low,16,6.2,3048.34
2025-02-26,Feb 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,25,22,24,4.6,10,66,Low,Low,14,5.2,3048.34
2025-03-28,Mar 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,18,21,23,4.6,7,75,Low,Medium,6,5.0,3048.34
2025-04-27,Apr 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,17,19,22,4.9,6,59,Low,Medium,13,4.5,3048.34
2025-05-27,May 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,19,17,26,6.5,7,53,Low,Medium,7,4.0,3048.34
2025-06-26,Jun 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,16,15,18,5.0,6,23,Low,Low,8,3.6,3048.34
2025-07-26,Jul 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,13,12,16,5.5,5,43,Low,Medium,13,2.9,3048.34
2025-08-25,Aug 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,14,13,15,4.8,5,53,Low,Low,10,3.1,3048.34
2025-09-24,Sep 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,20,20,22,4.6,8,51,Low,Low,2,4.8,3048.34
2025-10-24,Oct 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,22,23,17,3.1,8,88,Low,Low,14,5.5,3048.34
2025-11-23,Nov 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Watches,Baignoire Watch,19,20,22,4.6,7,35,Low,Low,15,4.8,3048.34
2024-07-01,Jul 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,30,32,37,4.9,12,82,Low,Medium,12,7.6,3048.34
2024-07-31,Jul 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,30,30,37,5.2,12,30,Low,Medium,10,7.1,3048.34
2024-08-30,Aug 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,32,30,31,4.4,12,44,Low,Low,16,7.1,3048.34
2024-09-29,Sep 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,46,45,36,3.4,18,32,Low,Low,8,10.7,3048.34
2024-10-29,Oct 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,50,53,54,4.3,20,40,Low,Low,8,12.6,3048.34
2024-11-28,Nov 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,44,50,55,4.6,17,63,Low,Medium,3,11.9,3048.34
2024-12-28,Dec 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,54,63,45,3.0,21,86,Low,Low,12,15.0,3048.34
2025-01-27,Jan 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,58,55,42,3.2,23,31,Medium,Low,6,13.1,3048.34
2025-02-26,Feb 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,56,66,52,3.3,22,35,Low,Low,3,15.7,3048.34
2025-03-28,Mar 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,40,35,55,6.6,16,16,Low,Medium,3,8.3,3048.34
2025-04-27,Apr 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,38,39,30,3.2,15,34,Low,Low,8,9.3,3048.34
2025-05-27,May 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,44,51,54,4.5,17,76,Low,Medium,16,12.1,3048.34
2025-06-26,Jun 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,36,38,47,5.2,14,88,Low,Medium,7,9.0,3048.34
2025-07-26,Jul 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,30,27,32,5.0,12,24,Low,Low,8,6.4,3048.34
2025-08-25,Aug 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,32,31,29,3.9,12,79,Low,Low,1,7.4,3048.34
2025-09-24,Sep 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,46,46,35,3.2,18,77,Low,Low,9,11.0,3048.34
2025-10-24,Oct 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,50,53,59,4.7,20,86,Low,Low,3,12.6,3048.34
2025-11-23,Nov 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Watches,Baignoire Watch,44,40,48,5.1,17,61,Low,Low,16,9.5,3048.34
2024-07-01,Jul 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,15,16,17,4.5,6,30,Low,Low,32,3.8,3048.34
2024-07-31,Jul 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,15,12,15,5.2,6,28,Low,Low,2,2.9,3048.34
2024-08-30,Aug 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,16,18,18,4.2,6,19,Low,Low,7,4.3,3048.34
2024-09-29,Sep 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,24,26,18,2.9,9,27,Low,Low,17,6.2,3048.34
2024-10-29,Oct 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,26,30,21,3.0,10,24,Low,Low,30,7.1,3048.34
2024-11-28,Nov 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,23,27,17,2.7,9,21,Medium,Low,32,6.4,3048.34
2024-12-28,Dec 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,28,27,32,5.0,11,21,Low,Low,27,6.4,3048.34
2025-01-27,Jan 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,30,30,34,4.8,12,10,Low,Low,20,7.1,3048.34
2025-02-26,Feb 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,29,26,25,4.0,11,31,Low,Low,25,6.2,3048.34
2025-03-28,Mar 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,21,23,19,3.5,8,29,Low,Low,22,5.5,3048.34
2025-04-27,Apr 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,19,17,25,6.2,7,25,Low,Medium,2,4.0,3048.34
2025-05-27,May 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,23,20,20,4.2,9,28,Low,Low,20,4.8,3048.34
2025-06-26,Jun 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,18,16,23,6.1,7,26,Low,Medium,2,3.8,3048.34
2025-07-26,Jul 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,15,17,14,3.5,6,41,Low,Low,12,4.0,3048.34
2025-08-25,Aug 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,16,13,21,6.8,6,17,Low,Medium,5,3.1,3048.34
2025-09-24,Sep 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,24,24,20,3.5,9,10,Low,Low,5,5.7,3048.34
2025-10-24,Oct 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,26,22,33,6.3,10,41,Low,Medium,12,5.2,3048.34
2025-11-23,Nov 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Watches,Baignoire Watch,23,24,31,5.4,9,27,Low,Medium,22,5.7,3048.34
2024-07-01,Jul 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,24,22,30,5.8,9,34,Low,Medium,3,5.2,3048.34
2024-07-31,Jul 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,24,28,17,2.5,9,42,Medium,Low,7,6.7,3048.34
2024-08-30,Aug 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,25,22,29,5.6,10,66,Low,Low,15,5.2,3048.34
2024-09-29,Sep 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,36,33,27,3.4,14,84,Low,Low,8,7.9,3048.34
2024-10-29,Oct 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,40,35,53,6.4,16,28,Low,Medium,4,8.3,3048.34
2024-11-28,Nov 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,35,41,36,3.7,14,39,Low,Low,13,9.8,3048.34
2024-12-28,Dec 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,43,45,58,5.4,17,87,Low,Medium,10,10.7,3048.34
2025-01-27,Jan 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,46,52,49,4.0,18,47,Low,Low,7,12.4,3048.34
2025-02-26,Feb 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,44,39,37,4.0,17,40,Low,Low,7,9.3,3048.34
2025-03-28,Mar 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,32,31,37,5.0,12,26,Low,Low,2,7.4,3048.34
2025-04-27,Apr 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,30,27,35,5.5,12,51,Low,Low,9,6.4,3048.34
2025-05-27,May 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,35,33,29,3.7,14,78,Low,Low,9,7.9,3048.34
2025-06-26,Jun 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,28,25,36,6.0,11,45,Low,Medium,6,6.0,3048.34
2025-07-26,Jul 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,24,22,21,4.0,9,71,Low,Low,2,5.2,3048.34
2025-08-25,Aug 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,25,24,26,4.6,10,74,Low,Low,1,5.7,3048.34
2025-09-24,Sep 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,36,40,45,4.7,14,69,Low,Medium,13,9.5,3048.34
2025-10-24,Oct 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,40,35,53,6.4,16,25,Low,Medium,2,8.3,3048.34
2025-11-23,Nov 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Watches,Baignoire Watch,35,29,35,5.1,14,39,Low,Low,6,6.9,3048.34
2024-07-01,Jul 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,17,15,13,3.6,6,55,Low,Low,12,3.6,3048.34
2024-07-31,Jul 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,17,18,15,3.5,6,67,Low,Low,2,4.3,3048.34
2024-08-30,Aug 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,18,21,20,4.0,7,49,Low,Low,1,5.0,3048.34
2024-09-29,Sep 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,26,30,18,2.5,10,79,Medium,Low,10,7.1,3048.34
2024-10-29,Oct 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,28,23,33,6.0,11,68,Low,Low,1,5.5,3048.34
2024-11-28,Nov 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,25,26,28,4.5,10,72,Low,Low,7,6.2,3048.34
2024-12-28,Dec 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,31,31,33,4.5,12,78,Low,Low,8,7.4,3048.34
2025-01-27,Jan 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,33,31,43,5.8,13,50,Low,Medium,3,7.4,3048.34
2025-02-26,Feb 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,32,32,34,4.5,12,62,Low,Low,3,7.6,3048.34
2025-03-28,Mar 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,23,22,28,5.4,9,85,Low,Medium,8,5.2,3048.34
2025-04-27,Apr 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,21,18,22,5.1,8,76,Low,Low,10,4.3,3048.34
2025-05-27,May 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,25,24,27,4.7,10,24,Low,Low,8,5.7,3048.34
2025-06-26,Jun 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,20,20,24,5.0,8,42,Low,Low,13,4.8,3048.34
2025-07-26,Jul 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,17,18,12,2.8,6,39,Medium,Low,4,4.3,3048.34
2025-08-25,Aug 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,18,15,19,5.3,7,39,Low,Low,12,3.6,3048.34
2025-09-24,Sep 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,26,23,33,6.0,10,64,Low,Medium,1,5.5,3048.34
2025-10-24,Oct 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,28,27,30,4.7,11,47,Low,Low,3,6.4,3048.34
2025-11-23,Nov 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Watches,Baignoire Watch,25,23,28,5.1,10,37,Low,Low,10,5.5,3048.34
2024-07-01,Jul 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,16,13,17,5.5,6,19,Low,Low,1,3.1,3048.34
2024-07-31,Jul 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,16,15,15,4.2,6,85,Low,Low,7,3.6,3048.34
2024-08-30,Aug 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,17,18,19,4.4,6,76,Low,Low,15,4.3,3048.34
2024-09-29,Sep 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,25,27,23,3.6,10,31,Low,Low,15,6.4,3048.34
2024-10-29,Oct 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,27,23,32,5.8,10,46,Low,Low,12,5.5,3048.34
2024-11-28,Nov 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,24,27,28,4.4,9,19,Low,Low,9,6.4,3048.34
2024-12-28,Dec 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,29,32,36,4.7,11,19,Low,Medium,16,7.6,3048.34
2025-01-27,Jan 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,31,31,42,5.7,12,17,Low,Medium,6,7.4,3048.34
2025-02-26,Feb 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,30,26,32,5.2,12,79,Low,Low,13,6.2,3048.34
2025-03-28,Mar 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,22,20,23,4.8,8,21,Low,Low,13,4.8,3048.34
2025-04-27,Apr 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,20,21,15,3.0,8,89,Low,Low,10,5.0,3048.34
2025-05-27,May 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,24,28,26,3.9,9,24,Low,Low,6,6.7,3048.34
2025-06-26,Jun 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,19,22,15,2.9,7,21,Low,Low,1,5.2,3048.34
2025-07-26,Jul 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Watches,Baignoire Watch,16,15,17,4.7,6,52,Low,Low,14,3.6,3048.34
